product_name,brand,unit,product_type,price_per_unit,currency
"Colonial 7527 9/16 in. D x 3 1/4 in. W x 96 in. L Primed PVC Baseboard Moulding",Royal Mouldings,piece,Interior,13.38,USD
"Pro Pack 1/2 in. x 5-1/2 in. x 144 in. Primed Pine Baseboard Moulding (4-Pack − 48 Total Linear Feet)",Alexandria Moulding,pack,Interior,118,USD
"1/2 in. x 4 1/4 in. x 96 in. Primed MDF Baseboard Moulding (1-Piece − 8 Total Linear Feet)",HOUSE OF FARA,piece,Interior,19.98,USD
"5/8 in. x 4 in. x 96 in. Primed MDF Baseboard Moulding (1-Piece − 8 Total Linear Feet)",HOUSE OF FARA,piece,Interior,16.28,USD
"Pro Pack 163 0.5625 in. x 5-1/4 in. x 96 in. Primed Finger Jointed Baseboard Moulding (6-Pack − 48 Total Linear Feet)",N/A,package,Interior,108,USD
"1866 9/16 in. x 5 1/4 in. x 96 in. Primed MDF Baseboard Moulding (1-Piece − 8 Total Linear Feet)",Woodgrain Millwork,piece,Interior,19.68,USD
"WM623 1/2 in x 3-1/4 in. MDF Baseboard Molding",FINISHED ELEGANCE,linear foot,Interior,2.58,USD
"WM 126 1/2 in. x 3/4 in. Primed Finger-Jointed Pine Wood Baseboard Shoe Molding",Alexandria Moulding,linear foot,Interior,0.77,USD
"620 9/16 in. x 4-1/4 in. x 96 in. Primed Pine Finger-Jointed Baseboard Moulding (1-Piece − 8 Total Linear Feet)",Woodgrain Millwork,piece,Interior,18.46,USD
"Pro Pack 356 11/16 in. x 2 1/4 in. x 84 in. Primed Finger Jointed Casing (5-Pack − 35 Total Linear Feet)",Woodgrain Millwork,pack,Interior,41.6,USD
"White 0.62 in. T x 3.3 in. W x 94.5 in. L Base Molding",PERFORMANCE ACCESSORIES,piece,Interior,19.98,USD
"5093 3/4 in. x 3/4 in. x 96 in. Finished PVC White Inside Corner Moulding (1-Piece − 8 Total Linear Feet)",Royal Mouldings,piece,Interior,6.34,USD
"11/16 in. x 5-1/2 in. x 96 in. Primed MDF Craftsman Baseboard Moulding (1-Piece − 8 Total Linear Feet)",Woodgrain Millwork,piece,Interior,20.98,USD
"5/8 in. x 3-1/2 in. x 171 in. Primed Finger-Jointed Pine Wood Casing Molding Pro-Pack (6-Pack)",Alexandria Moulding,pack,Interior,136,USD
"12 ft. x 4 in. x 1 in. Vinyl Trim Plank Molding",Royal Mouldings,piece,Interior,29.98,USD
"5523 1/2 in. x 2 40/93 in. x 96 in. Finished PVC Composite White Baseboard Moulding (1-Piece − 8 Total Linear Feet)",Royal Mouldings,piece,Interior,11.18,USD
"LWM 662 1/2 in. x 3-1/2 in. MDF Primed Fiberboard Baseboard Molding",Alexandria Moulding,linear foot,Interior,1.64,USD
"RMB 623 9/16 in. D x 3-1/4 in. W x 96 in. L Primed Finger-Joined Pine Baseboard Molding 1-Piece 8 ft. Total",RESO,piece,Interior,10,USD
"LWM 163E 5/8 in x 5-1/4 in. Primed Fiberboard Baseboard Molding",Alexandria Moulding,linear foot,Interior,2.67,USD
"713 9/16 in. x 3 1/4 in. x 96 in. Primed Finger Jointed Baseboard Moulding (1-Piece − 8 Total Linear Feet)",Woodgrain Millwork,piece,Interior,15.33,USD
"250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire",Southwire,roll,Electrical,164,USD
"250 ft. 12/2/2 Solid Romex SIMpull CU NM-B W/G Wire",Southwire,roll,Electrical,349,USD
"250 ft. 12/2 Gray Solid CU UF-B W/G Wire",Southwire,roll,Electrical,197,USD
"12/2 x 250 ft. Stranded CU MC (Metal Clad) Armorlite Cable",Southwire,roll,Electrical,348.52,USD
"100 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire",Southwire,roll,Electrical,109,USD
"250 ft. 12 / 2 Solid Copper MC-PCS Aluminum Armored Cable",Cerrowire,roll,Electrical,423.95,USD
"250 ft. 12/2 Black Stranded CU Low-Voltage Landscape Lighting Wire",Southwire,roll,Electrical,119.77,USD
"1000 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire",Southwire,roll,Electrical,599,USD
"600-Volt 250 ft. 12/2 Duraclad Type BX/AC SA Lightweight Steel Armored Cable",Southwire,roll,Electrical,223,USD
"250 ft. 12/2 Red FPLP/CL3P Plenum Rated Copper Fire Alarm Wire for Smoke Detectors, Burglar, Security, UV Resistant, UL",Syston Cable Technology,roll,Electrical,143.55,USD
"12/2 x 250 ft. Solid MC Lite Cable",AFC Cable Systems,roll,Electrical,259,USD
"250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire",Southwire,roll,Electrical,114,USD
"250 FT. Black 12/2 Stranded Bare Copper Low-Voltage Landscape Lighting Wire",Syston Cable Technology,roll,Electrical,165.6,USD
"250 ft. 12/2 Solid Copper MC (Metal Clad) Aluminum Armor Cable",Cerrowire,roll,Electrical,232.2,USD
"250 ft. 12/2 Orange/Gray Conductor Solid Aluminum HCF MC Wire Cable",Southwire,roll,Electrical,286.2,USD
"250 ft. 12/2 Yellow/Gray Conductor Solid Aluminum HCF MC Wire Cable",Southwire,roll,Electrical,273.65,USD
"250 ft. 12/2 Stranded Landscape Lighting Wire 12 Gauge Oxygen-Free Copper Cable Outdoor Direct Burial Electrical Wire",Vrbgify,roll,Electrical,194.92,USD
"250 ft. 12/2 Brown/Gray Conductor Solid Aluminum HCF MC Wire Cable",Southwire,roll,Electrical,284.97,USD
"12/2 Landscape Lighting Wire 250 ft. 12 AWG 2 Conductor Stranded Solid Grounded Direct Burial Wire",Vrbgify,roll,Electrical,250.23,USD
"250 ft. 12/2 Red/White Conductors Stranded Aluminum HCF MC Wire Cable",Southwire,roll,Electrical,317.94,USD
"250 ft. 10/2 Solid Romex SIMpull CU NM-B W/G Wire",Southwire,roll,Electrical,308,USD
"50 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire",Southwire,roll,Electrical,69,USD
"250 ft. 14/2/2 Solid Romex SIMpull CU NM-B W/G Wire",Southwire,roll,Electrical,292.48,USD
"20 Amp Single-Pole Type QP Circuit Breaker",Siemens,each,Electrical,7.71,USD
"Homeline 20 Amp Single-Pole Circuit Breaker(HOM120CP)",Square D,each,Electrical,6.98,USD
"BR 20 Amp 120/240 Volts Single Pole Circuit Breaker",Eaton,each,Electrical,8.21,USD
"Q-Line 20 Amp 1 in. Double-Pole Circuit Breaker (THQP220)",GE,each,Electrical,18.85,USD
"Homeline 2-20 Amp Single-Pole Tandem Circuit Breaker",Square D,each,Electrical,16.93,USD
"Q-Line 20 Amp 1 in. Single-Pole Circuit Breaker",GE,each,Electrical,10.29,USD
"20 Amp Double-Pole Type QP Circuit Breaker",Siemens,each,Electrical,18.6,USD
"20 Amp 1 in. Single Pole Circuit Breaker (THQL1120A)",ABB,each,Electrical,8.21,USD
"20 Amp Tandem Single Pole Type QT Circuit Breaker",Siemens,each,Electrical,18.26,USD
"BD 2-20 Amp Single Pole Tandem CTL Circuit Breaker",Eaton,each,Electrical,15.45,USD
"Q-Line 20 Amp 1/2 in. 1-Pole Circuit Breaker (THQP120)",GE,each,Electrical,7.98,USD
"20 Amp AFCI/GFCI Dual Function Circuit Breaker",Siemens,each,Electrical,77.38,USD
"Homeline 20 Amp 2-Pole Circuit Breaker(HOM220CP)",Square D,each,Electrical,17.47,USD
"QO 20 Amp Single-Pole Circuit Breaker(QO120CP)",Square D,each,Electrical,16.98,USD
"Q-Line 20 Amp 2 in. Double-Pole Circuit Breaker",GE,each,Electrical,15.28,USD
"Homeline 15 Amp 20 Amp Single-Pole Tandem Circuit Breaker",Square D,each,Electrical,15.65,USD
"2-20 Amp Single-Pole Tandem 120-Volt/240-Volt Circuit Breaker (THQLT2020A)",ABB,each,Electrical,14.85,USD
"Homeline 20 Amp Single-Pole Plug-On Neutral Dual Function (CAFCI and GFCI) Circuit Breaker",Square D,each,Electrical,63.55,USD
"Homeline 20 Amp Single-Pole GFCI Circuit Breaker",Square D,each,Electrical,56.33,USD
"CH 20 Amp 240 Volts 1-Pole Circuit Breaker with Trip Flag",Eaton,each,Electrical,14.68,USD
"Homeline 20 Amp Single-Pole Dual Function (CAFCI and GFCI) Circuit Breaker",Square D,each,Electrical,63.38,USD
"(2) 20 Amp Tandem Single Pole Type QT NCL-Circuit Breaker",Siemens,pack,Electrical,42,USD
"QO 20 Amp Single-Pole Dual Function (CAFCI and GFCI) Circuit Breaker",Square D,each,Electrical,77,USD
"20 Amp 1-Pole Type QPF2 GFCI Circuit Breaker",Siemens,each,Electrical,58.64,USD
"4 in. 30.3 cu. in. Metallic Square Box (521711234EW-25R)",Steel City,each,Electrical,3.98,USD
"4 in. Metallic Blank Square Electrical Box Cover (52C1-50R)",Steel City,each,Electrical,1.27,USD
"4 in. W x 2-1/8 in. D Steel Metallic 2-Square Box with Eight 1/2 in. Ko, Two 3/4 in. Ko, 6 Cko, 1-Pack",Southwire,each,Electrical,4.04,USD
"1-Gang 4 in. New Work Metal Electrical Wall Box with Ground Bump (521511234GB-50R)",Steel City,each,Electrical,2.67,USD
"4 in. x 1-1/2 in. D 2-Gang Square Steel Electrical Box (5215112-50R)",N/A,each,Electrical,2.78,USD
"4 in. W x 1-1/2 in. D Steel Metallic Square Box with Ten 1/2 in. KO's, Two 3/4 In. KO's and Four CKO's (50-Pack)",Southwire,carton,Electrical,65.9,USD
"1-Gang 4 in. 30.3 cu. in. Metal Square Electrical Box (521711-25R)",Steel City,each,Electrical,7.54,USD
"4 in. W x 1-1/2 in. D Steel Metallic Square Box with Ten 1/2 in. KO's, Two 3/4 In. KO's and Four CKO's (1-Pack)",Southwire,each,Electrical,2.7,USD
"4 in. W x 2-1/8 in. D Steel Metallic 2-Square Box with Nine 1/2 in. KO's, 5 CKO's and F Bracket 1-pack",Southwire,each,Electrical,6.62,USD
"4 in. W x 1-1/2 in. D Steel Metallic Drawn Square Box with Nine 1/2 in. KO's and 8 CKO's (1-Pack)",Southwire,each,Electrical,2.63,USD
"4 in. Steel Square Box with SV Bracket (52151V1234-25R)",N/A,each,Electrical,2.14,USD
"4 in. W x 2-1/8 in. D Steel Metallic Square Box with Eight 1 in. KO's, Two 1/2 in. KO's, Two 3/4 in. KO's 1-Pack",Southwire,each,Electrical,6.51,USD
"1-Gang 4 in. Square Metal Electrical Box Mud Ring (52C16-25R)",Steel City,each,Electrical,1.98,USD
"4 in. Square Metal Box with Bracket (52151CV1234-25R)",N/A,each,Electrical,2.68,USD
"4 in. 42 cu. in. 2-1/8 in. Deep Square Box (72171341-20R)",N/A,each,Electrical,8.62,USD
"Red 4 in. Metallic Blank Square Electrical Box Cover (52 C 1RD)",Steel City,each,Electrical,4.49,USD
"4 in. W x 2-1/8 in. D Steel Metallic 2-Gang Square Switch Box, Six 1/2 in. KO's, Two 3/4 KO's and Four CKO's",Southwire,each,Electrical,9.93,USD
"4 in. Steel Metallic, Square Box Cover, 2 Duplex, 1/2 in. Raised (1-Pack)",Southwire,each,Electrical,3.86,USD
"4 in. Metallic Square Box with CV Bracket (52171CV1234-25R)",Steel City,each,Electrical,6.7,USD
"4 in. Pre-Galvanized Steel Square Electrical Box Surface Cover (RS14-10R)",N/A,each,Electrical,3.65,USD
"4 in. W x 2-1/8 in. D Steel Metallic Square Box with Three 1/2 in. KO's, One CKO, MC/BX Clamps and F Bracket",Southwire,each,Electrical,9.47,USD
"4 in. Square Metal 1-Gang Electrical Box Mud Ring (52C36-10R)",Steel City,each,Electrical,1.46,USD
"4 in. W x 1-1/2 in. D Steel Metallic Square Box with Nine 1/2 in. KO's, 5 CKO's and F Bracket (1-Pack)",Southwire,each,Electrical,2.64,USD
"4 in. Steel Metallic Square Box Cover Duplex (1-Pack)",Southwire,each,Electrical,3.75,USD
"1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit",N/A,each,Electrical,5.41,USD
"1/2 in. x 10 ft. Electrical Metallic Tubing (EMT) Conduit",Wheatland Tube,each,Electrical,5.41,USD
"1/2 in. x 10 ft. Electrical Metallic Tubing (EMT) Conduit",N/A,each,Electrical,5.41,USD
"1/2 in. x 5 ft. Conduit Electrical Metallic Tubing - Steel",Wheatland Tube,each,Electrical,5.73,USD
"1/2 in. Electrical Metallic Tube (EMT) Set-Screw Connectors (5-Pack)",Halex,pack,Electrical,4.11,USD
"1/2 in. Standard Fitting Electrical Metallic Tube (EMT) 1-Hole Straps (25-Pack)",Halex,pack,Electrical,6.41,USD
"1/2 in. x 10 ft. Electrical Metallic Tubing (EMT) Conduit",N/A,each,Electrical,5.41,USD
"1/2 in. 90-Degree Electric Metallic Tube (EMT) Elbow",Halex,each,Electrical,4.86,USD
"1/2 in. x 5 ft. Electric Metallic Tube (EMT) Conduit",N/A,each,Electrical,5.73,USD
"1/2 in. x 5 ft. Electric Metallic Tube (EMT) Conduit",N/A,each,Electrical,5.73,USD
"1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit",N/A,each,Electrical,5.41,USD
"1/2 in. Electrical Metallic Tube (EMT) Type LB Set-Screw Conduit Body",N/A,each,Electrical,7.25,USD
"1/2 in. x 5 ft. Electric Metallic Tube (EMT) Conduit",N/A,each,Electrical,5.73,USD
"1/2 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack)",N/A,pack,Electrical,2.86,USD
"1/2 in. x 5 ft. Electric Metallic Tube (EMT) Conduit",N/A,each,Electrical,5.73,USD
"1/2 in. Electrical Metallic Tube (EMT) Rain Tight Connector (5-Pack)",N/A,pack,Electrical,6.98,USD
"1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit",N/A,each,Electrical,5.41,USD
"1/2 in. Electrical Metallic Tube Inside Corner Pull Elbow",Halex,each,Electrical,8.44,USD
"1/2 in. Electrical Metallic Tube (EMT) Rain Tight Coupling (5-Pack)",Halex,pack,Electrical,6.2,USD
"1/2 in. EMT/Rigid Pull Elbow",Halex,each,Electrical,4.88,USD
"1/2 in. Electrical Metallic Tube (EMT) EMT-to-Box Offset Set-Screw Connector",Halex,each,Electrical,3.22,USD
"1/2 in. Rigid Type C Conduit Body with Cover and Gasket",Halex,each,Electrical,7.26,USD
"1/2 in. Electrical Metallic Tube (EMT) Set-Screw Connectors with Insulated Throats (3-Pack)",Halex,pack,Electrical,2.85,USD
"1/2 in. Rigid Standard Fitting Type-LB Threaded Aluminum Conduit Body",Halex,each,Electrical,5.85,USD
"1/2 in. x 100 ft. White PEX-B Pipe",Apollo,roll,Plumbing,33.3,USD
"1/2 in. x 100 ft. Blue PEX-B Pipe",Apollo,roll,Plumbing,33.3,USD
"1/2 in. x 10 ft. Blue PEX-B Pipe",Apollo,each,Plumbing,4.73,USD
"1/2 in. x 100 ft. Red PEX-B Pipe",Apollo,roll,Plumbing,33.3,USD
"1/2 in. x 10 ft. Red PEX-B Pipe",Apollo,each,Plumbing,4.73,USD
"1/2 in. PEX Pipe J-Hook Pipe Support (10-Pack)",Apollo,pack,Plumbing,3.68,USD
"1/2 in. Stainless Steel PEX-B Barb Pinch Clamp (10-Pack)",Apollo,pack,Plumbing,7.38,USD
"1/2 in. x 10 ft. White PEX-B Pipe",Apollo,each,Plumbing,4.73,USD
"1/2 in. x 2 ft. White PEX-B Pipe",Apollo,each,Plumbing,3.52,USD
"1/2 in. Brass PEX-B Barb Tee",Apollo,each,Plumbing,4.31,USD
"1/2 in. Brass PEX-B Barb x 1/2 in. Female Pipe Thread Adapter 90-Degree Drop-Ear Elbow",Apollo,each,Plumbing,8.98,USD
"1/2 in. x 100 ft. White PEX-A Expansion Pipe",Apollo,roll,Plumbing,38.86,USD
"1/2 in. x 100 ft. Blue PEX-A Expansion Pipe in Solid",Apollo,roll,Plumbing,38.86,USD
"1/2 in. Copper Pex Tubing Crimp Ring Pipe Fittings (25-Pack)",PLUMBFLEX,pack,Plumbing,7.7,USD
"1/2 in. x 10 ft. White PEX-A Expansion Pipe",Apollo,each,Plumbing,5.48,USD
"1/2 in. Brass PEX-B Barb Coupling",Apollo,each,Plumbing,2.23,USD
"1/2 in. Brass PEX-B Barb 90-Degree Elbow",Apollo,each,Plumbing,2.75,USD
"1/2 in. Plastic PEX-B Barb 90-Degree Elbow (5-Pack)",Apollo,pack,Plumbing,6.38,USD
"1/2 in. x 100 ft. Red PEX-A Expansion Pipe in Solid",Apollo,roll,Plumbing,38.86,USD
"1/2 in. Brass PEX-B Barb x 1/2 in. FNPT Adapter",Apollo,each,Plumbing,3.86,USD
"1/2 in. and 3/4 in. 2-in-1 PEX Pipe J-Hook Pipe Support Pro Pack (40-Pack)",Apollo,pack,Plumbing,13.98,USD
"1/2 in. x 2 ft. Red PEX-B Pipe",Apollo,each,Plumbing,3.52,USD
"1000ft. PEX Tubing Pipe 1/2 in. PEX Tubing Oxygen Barrier Radiant Floor PEX Pipe Radiant Floor Heating Plumbing Cold Red",VEVOR,roll,Plumbing,210.83,USD
"1/2 in. Brass PEX-B Barb Ball Valve",Apollo,each,Plumbing,10.86,USD
"2 in. x 10 ft. White Schedule 40 PVC Pipe Solid Core",Charlotte Pipe,each,Plumbing,14.36,USD
"2 in. x 2 ft. PVC DWV Schedule 40 Pipe",Charlotte Pipe,each,Plumbing,7.96,USD
"2 in. PVC Schedule 40 S x S Coupling",Charlotte Pipe,each,Plumbing,2.18,USD
"2 in. x 10 ft. Gray Non-Metallic PVC Schedule 40-Conduit",Cantex,each,Electrical,17.84,USD
"2 in. PVC Schedule 40 S x S x S Tee",Charlotte Pipe,each,Plumbing,4.95,USD
"2 in. PVC Schedule 40 MPT x S Male Adapter",Charlotte Pipe,each,Plumbing,2.59,USD
"2 in. PVC Socket Schedule 40 Pressure Cap",Charlotte Pipe,each,Plumbing,2.61,USD
"2 in. PVC Schedule 40 Female S x FPT Adapter",Charlotte Pipe,each,Plumbing,3.12,USD
"2 in. PVC Schedule 40-Plug MPT",Charlotte Pipe,each,Plumbing,3.37,USD
"2 in. Schedule 40-Standard Center Stop PVC Coupling",Cantex,each,Electrical,1.76,USD
"2 in. 90° Schedule 40 Electrical PVC 24 in. Bend Radius Belled End Elbow (UA9DJB-UPC)",Carlon,each,Electrical,30.86,USD
"2 in. x 1-1/2 in. PVC Schedule 40 Reducer Bushing",Charlotte Pipe,each,Plumbing,4.58,USD
"2 in. PVC Schedule 40-Plug SPG",Charlotte Pipe,each,Plumbing,4.42,USD
"2 in. x 1 in. PVC Schedule 40 Spigot x S Reducer Bushing",Charlotte Pipe,each,Plumbing,3.12,USD
"2 in. PVC Schedule 40 90-Degree Spigot x S Street Elbow Fitting",Charlotte Pipe,each,Plumbing,8.68,USD
"2 in. x 1-1/4 in. PVC Schedule 40-Reducer Bushing SPG X S",Charlotte Pipe,each,Plumbing,3.12,USD
"2 in. x 1-1/2 in. PVC Schedule 40 MPT x S Male Reducer Adapter",Charlotte Pipe,each,Plumbing,5.21,USD
"2 in. x 5 ft. Furniture Grade Schedule 40 PVC Pipe in White (2-Pack)",Formufit,pack,Plumbing,34.99,USD
"2 in. 90° Schedule 40 Electrical PVC Plain End Standard Radius Elbow (UA9AJ-CAR)",Carlon,each,Electrical,18.83,USD
"2 in. PVC Sch. 40 Solvent x Solvent Ball Valve",Everbilt,each,Plumbing,12.98,USD
"2 in. PVC Schedule. 40 90° MPT x S Street Elbow Fitting",Charlotte Pipe,each,Plumbing,7.95,USD
"2 in. 90° Schedule 40 Electrical PVC Belled End Standard Radius Elbow (Case of 5) (UA9AJB-5-HD)",Carlon,case,Electrical,26.6,USD
"2 in. 90° Schedule 40 Electrical PVC 36 in. Bend Radius Belled End Elbow (UA9FJB)",Carlon,each,Electrical,26.25,USD
"2 in. 90° Schedule 40 Standard Radius Electrical Belled End Elbow (UA9AJB-5-HD)",Carlon,each,Electrical,7.92,USD
"8 oz. 1 Step PVC Cement","Blue Monster",can,Plumbing,8.44,USD
"8 oz. Purple CPVC and PVC Primer and Regular Clear PVC Cement Combo Pack",Oatey,pack,Plumbing,11.98,USD
"8 oz. Regular Clear PVC Cement",Oatey,can,Plumbing,8.78,USD
"4 oz. PVC Pipe Cement",N/A,can,Plumbing,5.65,USD
"8 oz. PVC Red Hot Blue Glue and Purple Primer Handy Pack","Christy's",pack,Plumbing,12.93,USD
"780 PVC - PURP PRIMER TWIN PACK","Weld-On",pack,Plumbing,8.88,USD
"16 oz. Heavy-Duty Clear PVC Cement",Oatey,can,Plumbing,16.98,USD
"8 oz. Heavy-Duty Clear PVC Cement",Oatey,can,Plumbing,10.98,USD
"32 oz. Heavy-Duty Clear PVC Cement",Oatey,can,Plumbing,21.97,USD
"Rain-R-Shine 8 oz. Medium Blue PVC Cement",Oatey,can,Plumbing,11.64,USD
"8 oz. Medium Milky All-Purpose ABS, CPVC, PVC Cement",Oatey,can,Plumbing,10.71,USD
"8 fl. oz. Red Hot Blue Glue PVC Pipe Cement","Christy's",can,Plumbing,10.93,USD
"16 oz. Gray Heavy-Duty Fast Set PVC Cement",Oatey,can,Plumbing,17.47,USD
"8 oz. Medium Gray PVC Cement",Oatey,can,Plumbing,9.8,USD
"16 oz. Purple CPVC and PVC Primer",Oatey,can,Plumbing,11.96,USD
"16 oz. Regular Clear PVC Cement",Oatey,can,Plumbing,11.98,USD
"8 oz. Medium Gray Electrical PVC Pipe Cement",Oatey,can,Electrical,6.86,USD
"8 oz. Purple Primer and Rain-R-Shine Medium Blue PVC Cement Combo Pack",Oatey,pack,Plumbing,14.55,USD
"8 oz. Purple CPVC and PVC Primer and Medium Milky All-Purpose ABS, CPVC, PVC Cement Combo Pack",Oatey,pack,Plumbing,14.58,USD
"8 oz. Purple CPVC and PVC Primer",Oatey,can,Plumbing,9.67,USD
"Rain-R-Shine 16 oz. Medium Blue PVC Cement",Oatey,can,Plumbing,17.45,USD
"Fusion One-Step 10 oz. Clear PVC Cement",Oatey,can,Plumbing,9.29,USD
"16 oz. X-15 PVC Shower Pan Liner Adhesive Cement",Oatey,can,Plumbing,14.28,USD
"32 oz. Regular Clear PVC Cement",Oatey,can,Plumbing,17.55,USD
"3/4 in. PEX Barb Copper Crimp Rings (25-Pack)",SharkBite,pack,Plumbing,12.34,USD
"1/2 in. Stainless Steel PEX-B Barb Pinch Clamp (10-Pack)",Apollo,pack,Plumbing,7.38,USD
"1/2 in. Copper Crimp Ring (25-Pack)",Apollo,pack,Plumbing,10.98,USD
"1/2 in. Copper Crimp Ring Pro Pack (100-Pack)",Apollo,pack,Plumbing,30.65,USD
"1/2 in. Copper Pro Crimp Ring (10-Pack)",Apollo,pack,Plumbing,8.98,USD
"1/2 in. Stainless Steel PEX-B Barb Pinch Clamp (25-Pack)",Apollo,pack,Plumbing,10.54,USD
"3/4 in. Stainless Steel PEX-B Barb Pinch Clamp (10-Pack)",Apollo,pack,Plumbing,9.25,USD
"3/4 in. Copper Crimp Ring Pro Pack (100-Pack)",Apollo,pack,Plumbing,33.75,USD
"1/2 in. and 3/4 in. PEX-B Crimp Tool",Apollo,each,Plumbing,56.23,USD
"1/2 in. Stainless Steel PEX-B Barb Pinch Clamp Jar (100-Pack)",Apollo,jar,Plumbing,57.65,USD
"ONE+ 18V PEX Crimp Ring Press Tool (Tool Only)",RYOBI,each,Plumbing,239,USD
"3/4 in. Copper Pro Crimp Ring (10-Pack)",Apollo,pack,Plumbing,9.98,USD
"3/8 in. to 1 in. 1-Hand PEX-B Pinch Clamp Tool",Apollo,each,Plumbing,64.98,USD
"1/2 in. Copper Crimp Ring (50-Pack)",Apollo,pack,Plumbing,8.37,USD
"3/4 in. Copper Pro Crimp Ring Pro Pack (75-Pack)",Apollo,pack,Plumbing,48.22,USD
"1/2 in. Copper Pro Crimp Ring Pro Pack (75-Pack)",Apollo,pack,Plumbing,44.64,USD
"1/2 in. Stainless Steel PEX-B Crimp Sleeve (25-Pack)",Apollo,pack,Plumbing,14.43,USD
"1/2 in. Copper Pex Tubing Crimp Ring Pipe Fittings (25-Pack)",PLUMBFLEX,pack,Plumbing,7.7,USD
"1/2 - 1 in. PEX-B Crimp Ring Removal Tool",Apollo,each,Plumbing,21.35,USD
"1 in. Copper Crimp Ring (25-Pack)",Apollo,pack,Plumbing,13.48,USD
"1/2 in. Stainless Steel PEX-B Barb Pro Pinch Clamp (10-Pack)",Apollo,pack,Plumbing,9.27,USD
"3/8 in. to 1in. Multi-Head PEX-B Crimp Tool Kit",Apollo,kit,Plumbing,109,USD
"3/4 in. Stainless Steel PEX-B Barb Pinch Clamp (25-Pack)",Apollo,pack,Plumbing,17.02,USD
"1 in. Stainless Steel PEX-B Barb Pinch Clamp (10-Pack)",Apollo,pack,Plumbing,11.78,USD
